id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
101991,Female,Loyal Customer,40,Personal Travel,Eco,628,1,4,1,3,5,1,5,5,3,2,5,5,4,5,4,0,neutral or dissatisfied
22936,Male,Loyal Customer,40,Business travel,Eco,817,4,3,3,3,4,4,4,4,2,4,1,2,4,4,19,5,satisfied
4917,Female,Loyal Customer,54,Business travel,Business,3353,2,1,1,1,5,1,2,2,2,2,2,1,2,4,0,33,neutral or dissatisfied
30286,Female,Loyal Customer,33,Business travel,Business,1476,2,2,2,2,2,4,1,5,5,5,5,2,5,3,0,3,satisfied
49629,Male,Loyal Customer,43,Business travel,Eco,262,2,4,3,4,2,2,2,2,4,2,3,4,2,2,51,61,neutral or dissatisfied
50470,Male,Loyal Customer,33,Business travel,Business,2076,0,5,0,1,4,4,4,4,1,3,5,5,3,4,0,0,satisfied
54710,Male,Loyal Customer,52,Business travel,Business,454,3,3,3,3,3,5,4,4,4,4,4,4,4,,0,1,satisfied
38117,Female,Loyal Customer,48,Business travel,Business,2748,1,5,5,5,1,4,4,1,1,1,1,2,1,4,77,68,neutral or dissatisfied
113304,Female,Loyal Customer,32,Business travel,Business,2655,1,0,0,3,3,0,3,3,4,5,4,4,3,3,58,52,neutral or dissatisfied
43733,Female,Loyal Customer,67,Personal Travel,Eco Plus,257,3,2,3,3,4,3,3,4,4,3,4,2,4,2,0,0,neutral or dissatisfied
6725,Female,Loyal Customer,68,Personal Travel,Eco Plus,403,2,4,2,3,4,5,4,2,2,2,2,4,2,5,0,0,neutral or dissatisfied
30842,Male,Loyal Customer,30,Business travel,Eco Plus,1211,2,2,2,2,2,2,2,2,1,1,4,3,3,2,20,13,neutral or dissatisfied
57731,Male,Loyal Customer,42,Business travel,Business,1754,4,4,4,4,4,4,5,4,4,4,4,3,4,3,0,0,satisfied
120390,Female,Loyal Customer,43,Business travel,Business,366,1,1,1,1,3,5,4,5,5,5,5,5,5,4,0,0,satisfied
64443,Female,Loyal Customer,40,Business travel,Business,3276,5,1,5,5,2,4,4,4,4,4,4,3,4,3,2,0,satisfied
34686,Female,disloyal Customer,25,Business travel,Eco,301,1,0,0,2,3,0,3,3,3,5,2,5,1,3,50,44,neutral or dissatisfied
123659,Female,disloyal Customer,21,Business travel,Business,214,4,0,4,5,5,4,5,5,4,2,4,5,5,5,0,0,satisfied
14415,Female,Loyal Customer,42,Business travel,Business,2632,4,4,4,4,1,4,3,4,4,4,4,3,4,2,23,22,satisfied
107108,Male,Loyal Customer,33,Business travel,Business,1806,3,3,3,3,4,4,4,4,3,5,5,4,5,4,41,29,satisfied
59572,Female,Loyal Customer,53,Business travel,Business,3250,5,5,5,5,2,5,5,5,5,5,5,4,5,5,0,0,satisfied
123324,Female,Loyal Customer,44,Business travel,Business,3822,4,2,2,2,3,3,4,4,4,4,4,4,4,2,0,0,neutral or dissatisfied
83837,Female,Loyal Customer,78,Business travel,Business,425,2,1,1,1,4,4,3,2,2,2,2,4,2,2,0,0,neutral or dissatisfied
3062,Female,Loyal Customer,13,Personal Travel,Eco,340,2,2,2,3,4,2,3,4,3,1,4,1,3,4,9,25,neutral or dissatisfied
3920,Male,Loyal Customer,9,Personal Travel,Eco,213,1,5,1,1,5,1,5,5,4,5,5,3,4,5,0,0,neutral or dissatisfied
108801,Female,Loyal Customer,57,Personal Travel,Eco,406,3,2,3,4,4,4,4,5,5,3,5,1,5,4,10,0,neutral or dissatisfied
72806,Male,Loyal Customer,51,Personal Travel,Eco,1045,1,4,1,2,1,1,1,1,2,1,5,4,3,1,0,0,neutral or dissatisfied
71759,Female,Loyal Customer,53,Business travel,Business,1744,1,1,1,1,3,4,5,5,5,5,5,3,5,4,34,33,satisfied
69752,Male,Loyal Customer,44,Personal Travel,Eco,1085,1,4,1,3,3,1,3,3,5,2,5,3,4,3,4,24,neutral or dissatisfied
44658,Female,disloyal Customer,35,Business travel,Eco,67,3,1,3,3,1,3,1,1,2,5,3,2,4,1,4,7,neutral or dissatisfied
25823,Female,Loyal Customer,22,Business travel,Eco Plus,1747,4,5,5,5,4,4,5,4,5,3,1,4,1,4,4,7,satisfied
1386,Male,Loyal Customer,50,Personal Travel,Eco Plus,282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10,satisfied
76075,Female,disloyal Customer,10,Business travel,Eco,669,2,1,1,3,1,1,1,1,1,1,4,4,4,1,0,7,neutral or dissatisfied
3142,Male,Loyal Customer,41,Business travel,Eco,140,4,3,3,3,4,4,4,4,1,1,3,3,4,4,0,0,neutral or dissatisfied
85461,Female,Loyal Customer,35,Business travel,Business,214,1,5,5,5,3,3,2,1,1,1,1,1,1,3,6,4,neutral or dissatisfied
53565,Male,Loyal Customer,25,Business travel,Business,1195,2,2,3,2,5,5,5,5,2,3,5,1,1,5,0,0,satisfied
27462,Male,disloyal Customer,30,Business travel,Eco,987,3,3,3,3,1,3,2,1,4,2,3,4,3,1,0,0,neutral or dissatisfied
29738,Male,Loyal Customer,60,Business travel,Business,123,3,3,3,3,2,4,5,5,5,5,4,3,5,3,0,0,satisfied
16037,Female,Loyal Customer,51,Business travel,Eco Plus,780,5,1,1,1,5,5,5,,2,4,5,5,4,5,228,212,satisfied
63754,Male,disloyal Customer,37,Business travel,Business,1660,2,2,2,3,2,2,2,2,3,4,4,4,4,2,3,7,neutral or dissatisfied
50705,Male,Loyal Customer,61,Personal Travel,Eco,156,1,4,0,3,2,0,1,2,3,5,4,5,5,2,0,0,neutral or dissatisfied
101729,Male,Loyal Customer,36,Personal Travel,Eco,1216,3,1,3,3,5,3,5,5,1,5,4,4,4,5,21,0,neutral or dissatisfied
28209,Female,Loyal Customer,19,Personal Travel,Eco,834,4,5,4,1,4,4,4,4,4,3,5,4,5,4,1,0,satisfied
83178,Female,Loyal Customer,23,Business travel,Business,549,5,5,5,5,4,4,4,4,3,3,5,3,4,4,0,0,satisfied
51574,Female,disloyal Customer,20,Business travel,Eco,451,5,4,5,4,4,5,3,4,4,5,2,2,4,4,0,0,satisfied
58434,Female,Loyal Customer,9,Personal Travel,Eco,473,1,5,1,3,,1,1,1,1,5,5,5,2,1,14,5,neutral or dissatisfied
55971,Female,Loyal Customer,24,Personal Travel,Eco,1620,4,4,4,1,1,4,1,1,5,5,5,5,4,1,0,0,satisfied
116809,Male,Loyal Customer,,Business travel,Eco Plus,417,2,5,5,5,2,2,2,2,3,4,3,4,4,2,7,14,neutral or dissatisfied
32837,Male,Loyal Customer,60,Personal Travel,Eco,101,0,4,0,5,2,0,2,2,4,2,4,5,5,2,0,0,satisfied
126152,Male,disloyal Customer,45,Business travel,Eco,468,1,3,1,4,1,1,1,1,3,3,3,4,4,1,0,8,neutral or dissatisfied
62803,Male,Loyal Customer,32,Personal Travel,Eco,2367,1,1,2,3,3,2,3,3,2,5,4,2,3,3,0,0,neutral or dissatisfied
44181,Female,Loyal Customer,61,Business travel,Business,231,0,0,0,5,1,1,1,5,5,5,5,2,5,2,3,14,satisfied
20492,Male,Loyal Customer,37,Business travel,Business,1856,2,5,5,5,3,4,4,2,2,2,2,3,2,4,91,83,neutral or dissatisfied
99020,Male,Loyal Customer,56,Business travel,Business,2387,4,4,4,4,,5,4,3,3,4,3,4,3,3,33,21,satisfied
119913,Female,Loyal Customer,33,Business travel,Business,3296,5,5,5,5,5,5,4,5,5,5,5,3,5,4,0,0,satisfied
17606,Male,Loyal Customer,46,Business travel,Eco,196,5,2,2,2,5,5,5,5,1,5,3,3,4,5,0,0,satisfied
37688,Male,Loyal Customer,54,Personal Travel,Eco,1056,2,5,2,1,4,2,4,4,1,4,4,1,3,4,0,0,neutral or dissatisfied
116424,Male,Loyal Customer,52,Personal Travel,Eco,372,3,2,3,4,5,3,5,,3,3,4,2,3,5,0,0,neutral or dissatisfied
116720,Female,Loyal Customer,34,Business travel,Eco Plus,337,3,5,5,5,3,3,3,3,4,4,4,2,3,3,1,0,neutral or dissatisfied
77080,Male,Loyal Customer,28,Personal Travel,Eco,991,2,3,2,5,5,2,2,5,4,2,4,2,3,5,13,0,neutral or dissatisfied
32367,Male,Loyal Customer,49,Business travel,Business,3943,1,1,1,1,3,5,5,3,3,4,4,5,3,4,6,3,satisfied
69958,Male,Loyal Customer,43,Personal Travel,Eco,2174,3,4,3,4,5,3,5,5,5,3,4,4,4,5,9,8,neutral or dissatisfied
3670,Female,disloyal Customer,34,Business travel,Business,427,3,3,3,2,3,3,3,3,3,5,4,3,5,3,12,0,neutral or dissatisfied
78535,Female,Loyal Customer,9,Personal Travel,Eco,666,5,1,5,3,2,5,2,2,1,2,3,4,3,2,1,5,satisfied
76269,Female,Loyal Customer,47,Business travel,Business,1927,3,3,3,3,2,5,5,5,5,5,5,5,5,3,0,0,satisfied
35242,Female,disloyal Customer,19,Business travel,Eco,1028,3,3,3,2,4,3,4,4,4,4,2,2,1,4,0,0,neutral or dissatisfied
110508,Male,disloyal Customer,37,Business travel,Eco Plus,442,3,3,3,3,5,3,5,5,1,3,4,1,3,5,0,0,neutral or dissatisfied
50966,Male,Loyal Customer,47,Personal Travel,Eco,308,4,5,4,3,3,4,3,3,3,3,4,3,4,3,0,0,satisfied
65746,Female,Loyal Customer,13,Personal Travel,Eco,1061,1,5,1,5,5,1,5,5,4,4,4,3,5,5,10,0,neutral or dissatisfied
99129,Female,Loyal Customer,35,Personal Travel,Eco,453,2,4,2,5,2,5,5,5,2,4,5,5,4,5,139,138,neutral or dissatisfied
15281,Male,Loyal Customer,49,Personal Travel,Eco,500,2,3,2,5,2,2,2,2,3,2,4,4,2,2,0,0,neutral or dissatisfied
73308,Male,disloyal Customer,22,Business travel,Eco,1005,5,4,4,1,4,4,5,4,3,3,4,5,5,4,0,0,satisfied
36547,Male,disloyal Customer,31,Business travel,Business,1185,3,4,4,1,3,4,3,3,3,1,3,4,3,3,5,43,neutral or dissatisfied
124840,Female,Loyal Customer,21,Personal Travel,Eco,280,3,4,3,3,1,3,1,1,5,3,4,5,5,1,0,0,neutral or dissatisfied
42335,Female,Loyal Customer,59,Personal Travel,Eco,550,2,3,2,5,1,5,4,4,4,2,4,5,4,4,73,70,neutral or dissatisfied
58088,Female,disloyal Customer,28,Business travel,Business,589,4,4,4,3,3,4,3,3,4,5,4,3,5,3,10,0,satisfied
70889,Female,Loyal Customer,23,Personal Travel,Business,1721,2,5,2,5,2,2,5,2,3,5,4,5,4,2,0,4,neutral or dissatisfied
2679,Female,Loyal Customer,64,Personal Travel,Eco,622,3,3,3,5,3,3,4,1,1,3,1,2,1,5,109,,neutral or dissatisfied
114325,Male,Loyal Customer,58,Personal Travel,Eco,948,4,2,4,4,2,4,2,2,4,2,2,1,3,2,0,0,neutral or dissatisfied
23828,Female,Loyal Customer,60,Personal Travel,Eco Plus,438,2,4,2,3,2,4,4,5,5,2,5,5,5,3,0,0,neutral or dissatisfied
41049,Female,Loyal Customer,59,Personal Travel,Eco,1087,2,4,2,3,1,1,1,4,4,2,4,4,4,1,0,0,neutral or dissatisfied
97154,Female,disloyal Customer,21,Business travel,Eco,990,1,1,1,3,2,1,2,2,2,3,1,4,1,2,3,0,neutral or dissatisfied
119481,Female,Loyal Customer,44,Business travel,Business,3098,4,4,4,4,4,4,5,4,4,4,4,4,4,5,0,0,satisfied
13999,Male,Loyal Customer,46,Business travel,Eco,160,4,5,5,5,4,4,4,4,1,2,4,3,4,4,0,0,neutral or dissatisfied
82371,Female,disloyal Customer,27,Business travel,Eco Plus,453,3,3,3,3,5,3,5,5,2,5,3,3,4,5,0,0,neutral or dissatisfied
119844,Male,Loyal Customer,53,Business travel,Eco,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0,neutral or dissatisfied
84532,Female,Loyal Customer,21,Business travel,Business,2486,4,4,4,4,3,4,3,3,5,4,3,4,4,3,0,0,satisfied
49412,Male,Loyal Customer,53,Business travel,Eco,109,4,2,2,2,4,4,4,4,1,2,3,5,3,4,5,8,satisfied
4634,Male,Loyal Customer,49,Business travel,Eco,327,2,3,3,3,2,2,2,2,4,2,4,2,4,2,29,45,neutral or dissatisfied
110489,Male,Loyal Customer,33,Personal Travel,Eco,925,3,5,3,2,3,3,3,3,3,4,5,4,,3,0,16,neutral or dissatisfied
116257,Female,Loyal Customer,43,Personal Travel,Eco,390,2,5,2,1,2,5,5,1,1,2,1,5,1,5,0,0,neutral or dissatisfied
109883,Male,Loyal Customer,11,Business travel,Business,1943,4,4,4,4,4,4,4,4,3,4,5,5,4,4,0,0,satisfied
39005,Female,Loyal Customer,43,Business travel,Business,406,1,0,0,3,1,3,4,3,3,0,3,2,3,1,0,2,neutral or dissatisfied
4654,Female,Loyal Customer,43,Business travel,Business,3078,0,0,0,2,5,5,5,4,4,3,3,3,4,5,0,0,satisfied
41307,Male,Loyal Customer,27,Business travel,Eco,802,3,5,2,5,3,4,3,3,2,1,4,2,4,3,0,8,satisfied
107628,Male,Loyal Customer,61,Personal Travel,Eco,423,5,4,5,1,4,5,3,4,3,2,3,5,2,4,0,0,satisfied
124323,Female,Loyal Customer,7,Personal Travel,Eco,255,2,4,2,1,1,2,1,1,5,5,4,3,5,1,0,0,neutral or dissatisfied
553,Female,Loyal Customer,57,Business travel,Business,134,5,5,5,5,5,5,5,4,4,4,4,3,4,4,0,0,satisfied
73608,Male,Loyal Customer,62,Business travel,Business,2279,2,2,2,2,3,5,5,4,4,5,5,3,4,4,0,0,satisfied
117113,Female,disloyal Customer,16,Business travel,Eco,304,0,0,0,3,3,0,3,3,4,1,5,2,1,3,3,0,satisfied
51619,Male,Loyal Customer,29,Business travel,Business,493,2,3,3,3,2,2,2,2,3,2,3,4,4,2,0,0,neutral or dissatisfied
60304,Male,disloyal Customer,40,Business travel,Eco,406,4,2,4,3,4,4,4,4,1,5,3,4,2,4,1,5,neutral or dissatisfied
85660,Male,Loyal Customer,45,Business travel,Business,2462,5,5,5,5,4,5,4,4,4,4,4,4,4,5,0,0,satisfied
51783,Male,Loyal Customer,9,Personal Travel,Eco,237,4,5,0,4,4,0,4,4,3,3,4,4,5,4,0,0,neutral or dissatisfied
3874,Male,disloyal Customer,37,Business travel,Business,213,4,4,4,4,3,4,3,3,3,3,5,5,4,3,0,45,satisfied
80909,Male,disloyal Customer,23,Business travel,Eco,352,4,2,4,3,5,4,5,5,3,3,4,1,4,5,1,10,neutral or dissatisfied
36458,Female,Loyal Customer,46,Personal Travel,Eco,867,4,4,4,2,2,5,5,3,3,4,3,4,3,3,0,0,satisfied
85821,Male,Loyal Customer,29,Personal Travel,Eco,666,3,3,3,3,3,3,3,3,3,5,2,1,2,3,0,21,neutral or dissatisfied
15146,Female,disloyal Customer,22,Business travel,Eco,912,1,1,1,3,3,1,3,3,3,5,3,4,4,3,0,0,neutral or dissatisfied
62792,Female,Loyal Customer,52,Personal Travel,Eco,2449,3,3,2,1,2,3,3,5,2,5,4,3,2,3,2,6,neutral or dissatisfied
40054,Male,Loyal Customer,62,Personal Travel,Eco,926,4,5,3,1,5,3,1,5,4,3,5,4,4,5,48,82,neutral or dissatisfied
47790,Female,Loyal Customer,43,Business travel,Business,2512,2,4,4,4,4,3,4,2,2,2,2,4,2,4,0,0,neutral or dissatisfied
30790,Female,Loyal Customer,58,Personal Travel,Eco,895,3,1,3,3,3,2,3,2,2,3,2,4,2,3,0,0,neutral or dissatisfied
104091,Female,Loyal Customer,37,Business travel,Business,2242,3,2,2,2,3,3,3,3,3,3,3,2,3,1,1,0,neutral or dissatisfied
16108,Male,Loyal Customer,49,Business travel,Business,725,5,5,5,5,3,5,4,4,4,4,4,4,4,5,80,74,satisfied
85949,Male,Loyal Customer,40,Business travel,Business,447,3,3,4,3,2,4,5,4,4,4,4,5,4,3,1,0,satisfied
116942,Male,disloyal Customer,29,Business travel,Eco,646,3,3,3,3,1,3,1,1,4,1,3,3,3,1,56,52,neutral or dissatisfied
908,Female,disloyal Customer,37,Business travel,Business,270,2,2,2,4,5,2,5,5,3,1,4,3,4,5,0,0,neutral or dissatisfied
111889,Female,Loyal Customer,41,Business travel,Business,1650,1,1,1,1,5,3,4,1,1,2,1,4,1,2,37,44,neutral or dissatisfied
552,Female,Loyal Customer,,Business travel,Business,89,4,4,4,4,2,4,4,4,4,4,4,4,4,5,0,0,satisfied
111437,Male,Loyal Customer,51,Business travel,Business,3748,5,5,5,5,3,5,5,4,4,4,4,4,4,3,24,17,satisfied
71503,Female,Loyal Customer,54,Business travel,Business,3270,5,5,5,5,2,4,5,5,5,5,5,4,5,5,0,0,satisfied
46445,Male,Loyal Customer,53,Personal Travel,Eco,1304,1,5,1,1,4,1,4,4,3,4,5,3,4,4,0,0,neutral or dissatisfied
123018,Male,disloyal Customer,23,Business travel,Eco,631,2,0,2,3,5,2,5,5,3,5,4,3,5,5,0,6,neutral or dissatisfied
114254,Male,Loyal Customer,25,Business travel,Eco,567,4,4,4,4,4,4,4,4,5,1,2,4,4,4,2,2,satisfied
90324,Male,Loyal Customer,40,Business travel,Business,250,3,3,5,3,5,5,5,4,4,4,4,4,4,3,5,25,satisfied
52653,Female,Loyal Customer,14,Personal Travel,Eco,160,1,5,1,3,4,1,4,4,4,2,5,5,5,4,0,0,neutral or dissatisfied
95439,Male,Loyal Customer,49,Business travel,Business,562,5,5,5,5,2,5,5,5,5,4,5,3,5,4,0,0,satisfied
8190,Female,Loyal Customer,50,Business travel,Business,3359,1,1,1,1,4,5,5,2,2,2,2,3,2,5,0,0,satisfied
56953,Female,Loyal Customer,11,Business travel,Business,2565,2,3,3,3,2,2,2,4,5,3,3,2,1,2,6,6,neutral or dissatisfied
56987,Female,Loyal Customer,37,Personal Travel,Eco,2565,2,2,2,4,2,4,3,3,3,2,4,3,3,3,0,3,neutral or dissatisfied
49339,Male,disloyal Customer,39,Business travel,Eco,262,5,1,5,2,2,,2,2,2,5,3,3,3,2,0,0,satisfied
116198,Male,Loyal Customer,34,Personal Travel,Eco,417,3,5,3,3,2,3,5,2,5,5,2,4,5,2,0,0,neutral or dissatisfied
33272,Female,Loyal Customer,32,Personal Travel,Eco Plus,101,3,4,3,5,2,3,2,2,4,3,2,4,2,2,0,1,neutral or dissatisfied
27974,Female,Loyal Customer,51,Business travel,Business,2378,1,1,1,1,4,5,5,5,2,4,2,5,1,5,11,20,satisfied
61002,Female,Loyal Customer,23,Business travel,Business,2211,4,5,5,5,4,4,4,4,1,5,3,4,3,4,38,31,neutral or dissatisfied
64301,Female,Loyal Customer,30,Business travel,Business,1172,3,3,3,3,5,5,5,5,5,4,5,3,5,5,7,0,satisfied
63788,Male,Loyal Customer,32,Business travel,Eco,1721,5,4,4,4,5,5,5,5,5,2,2,3,4,5,0,0,satisfied
43640,Male,Loyal Customer,23,Business travel,Business,3130,5,5,5,5,1,2,1,1,4,5,3,2,4,1,35,53,satisfied
57714,Female,Loyal Customer,39,Business travel,Business,2178,5,5,5,5,4,5,5,4,4,4,4,3,4,3,31,26,satisfied
86532,Female,Loyal Customer,37,Personal Travel,Eco,762,3,4,3,5,3,3,3,3,4,3,4,5,5,3,0,0,neutral or dissatisfied
44992,Male,Loyal Customer,53,Business travel,Eco,359,1,3,3,3,1,1,1,1,1,2,3,4,4,1,0,0,neutral or dissatisfied
59478,Male,disloyal Customer,30,Business travel,Business,758,1,1,1,2,3,1,3,3,3,5,4,4,4,3,10,0,neutral or dissatisfied
15608,Male,Loyal Customer,33,Business travel,Business,283,3,4,4,4,3,2,3,3,4,1,4,4,4,3,51,56,neutral or dissatisfied
56047,Male,Loyal Customer,36,Business travel,Business,2050,5,5,5,5,5,5,5,1,3,4,2,5,1,5,24,33,satisfied
48181,Male,Loyal Customer,75,Business travel,Business,192,1,1,1,1,1,2,2,2,2,2,1,3,2,4,54,46,neutral or dissatisfied
78427,Male,Loyal Customer,59,Business travel,Business,2349,5,5,5,5,3,5,4,5,5,5,5,5,5,3,47,77,satisfied
90510,Male,Loyal Customer,46,Business travel,Business,2589,3,3,3,3,3,4,4,2,2,2,2,4,2,4,0,0,satisfied
24322,Male,Loyal Customer,43,Business travel,Business,3800,3,3,3,3,2,3,4,4,4,4,4,4,4,3,2,14,satisfied
28627,Male,Loyal Customer,60,Business travel,Business,2355,4,2,3,2,3,3,3,4,4,4,4,3,4,1,59,5,neutral or dissatisfied
55884,Male,Loyal Customer,58,Business travel,Business,3810,3,3,3,3,5,5,5,5,4,4,4,5,5,5,163,160,satisfied
26317,Female,Loyal Customer,41,Personal Travel,Eco Plus,2139,2,5,2,3,5,5,5,5,5,2,5,4,5,3,0,0,neutral or dissatisfied
111835,Male,Loyal Customer,40,Business travel,Business,1605,4,4,4,4,5,5,5,4,3,5,4,5,3,5,138,113,satisfied
10327,Female,Loyal Customer,57,Business travel,Business,3582,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,0,satisfied
11302,Male,Loyal Customer,62,Personal Travel,Eco,396,2,4,2,5,5,2,5,5,5,2,5,4,4,5,0,2,neutral or dissatisfied
77959,Male,Loyal Customer,44,Business travel,Business,3377,0,0,0,2,3,4,4,1,1,1,1,3,1,4,0,6,satisfied
99354,Female,Loyal Customer,59,Personal Travel,Eco,1771,3,4,3,3,2,4,3,4,4,3,4,4,4,1,9,0,neutral or dissatisfied
81888,Female,Loyal Customer,52,Business travel,Business,2922,1,1,1,1,4,5,4,4,4,4,4,4,4,4,63,58,satisfied
25673,Male,Loyal Customer,45,Personal Travel,Eco,761,1,4,1,4,1,1,5,1,4,3,4,3,4,1,7,3,neutral or dissatisfied
91032,Male,Loyal Customer,38,Personal Travel,Eco,406,2,1,2,2,2,2,2,2,2,2,2,3,2,2,0,0,neutral or dissatisfied
71033,Female,Loyal Customer,32,Business travel,Business,2815,3,3,3,3,4,4,4,4,3,2,5,5,5,4,0,0,satisfied
26080,Female,Loyal Customer,40,Business travel,Eco,591,5,1,1,1,5,5,5,5,1,3,4,3,1,5,3,11,satisfied
54164,Male,Loyal Customer,13,Business travel,Eco,1400,2,1,1,1,2,1,2,2,4,3,3,3,4,2,0,0,neutral or dissatisfied
19301,Female,Loyal Customer,55,Personal Travel,Eco,299,1,5,3,1,3,3,3,4,4,5,5,3,3,3,136,156,neutral or dissatisfied
78946,Female,Loyal Customer,11,Business travel,Business,3063,3,3,3,3,4,4,4,4,3,5,4,5,5,4,0,0,satisfied
61072,Female,Loyal Customer,50,Business travel,Eco,1709,4,3,3,3,4,3,2,4,4,4,4,4,4,2,3,15,neutral or dissatisfied
115153,Female,Loyal Customer,49,Business travel,Business,3507,4,4,4,4,4,5,5,5,5,5,5,4,5,3,1,0,satisfied
96806,Male,Loyal Customer,55,Business travel,Business,2555,4,4,4,4,3,4,4,4,4,4,4,5,4,4,7,11,satisfied
5156,Female,Loyal Customer,67,Personal Travel,Eco,622,1,4,1,1,4,5,5,3,3,1,3,5,3,3,0,33,neutral or dissatisfied
77810,Male,Loyal Customer,10,Personal Travel,Eco,696,1,5,1,3,5,1,4,5,5,2,5,4,4,5,0,0,neutral or dissatisfied
10182,Male,Loyal Customer,34,Business travel,Business,3471,2,2,2,2,5,5,5,5,5,5,5,3,5,4,53,43,satisfied
99908,Male,Loyal Customer,41,Business travel,Business,1428,4,4,4,4,3,4,5,4,4,4,4,5,4,5,0,12,satisfied
99615,Male,Loyal Customer,39,Business travel,Business,1154,4,4,4,4,5,4,5,,2,2,2,3,2,5,24,34,satisfied
58744,Male,Loyal Customer,50,Business travel,Business,1537,3,3,3,3,3,5,4,4,4,4,4,3,4,3,10,11,satisfied
97211,Male,Loyal Customer,49,Business travel,Business,1390,2,2,2,2,4,4,4,4,5,5,4,4,5,4,184,188,satisfied
96705,Female,Loyal Customer,43,Business travel,Business,813,1,3,3,3,4,3,4,1,1,1,1,4,1,3,0,0,neutral or dissatisfied
52994,Female,Loyal Customer,41,Business travel,Business,1208,2,2,2,2,5,1,2,2,2,2,2,5,2,5,0,0,satisfied
63234,Male,Loyal Customer,59,Business travel,Business,447,5,5,5,5,3,4,5,2,2,2,2,3,2,3,0,7,satisfied
80553,Male,Loyal Customer,45,Business travel,Business,1747,3,3,3,3,2,5,4,5,5,5,5,3,5,4,0,0,satisfied
4253,Male,Loyal Customer,41,Business travel,Eco Plus,1020,2,4,4,4,2,2,2,2,1,3,3,2,3,2,0,14,neutral or dissatisfied
80330,Female,disloyal Customer,55,Personal Travel,Eco,746,5,2,5,4,1,5,5,1,1,1,3,3,4,1,0,0,satisfied
95098,Male,Loyal Customer,39,Personal Travel,Eco,239,3,4,3,3,4,3,4,4,3,3,4,3,4,4,0,0,neutral or dissatisfied
53440,Female,Loyal Customer,27,Business travel,Eco,2419,4,2,2,2,4,5,4,4,2,1,3,2,5,4,0,0,satisfied
28132,Male,disloyal Customer,27,Business travel,Eco,550,3,3,3,3,2,3,2,2,4,2,1,2,5,2,0,0,neutral or dissatisfied
45796,Male,Loyal Customer,52,Business travel,Business,391,4,4,5,4,4,4,3,4,4,4,4,2,4,4,3,6,neutral or dissatisfied
7216,Male,Loyal Customer,41,Business travel,Business,130,3,4,4,4,5,4,3,2,2,1,3,3,2,2,0,0,neutral or dissatisfied
79700,Female,Loyal Customer,24,Personal Travel,Eco,762,2,4,2,3,3,2,3,3,3,2,4,3,4,3,0,0,neutral or dissatisfied
44055,Female,Loyal Customer,21,Business travel,Eco Plus,296,0,4,0,2,5,0,5,5,2,1,1,3,3,5,0,0,satisfied
71963,Male,Loyal Customer,19,Business travel,Business,1440,2,5,5,5,2,2,2,2,3,2,3,4,3,2,52,60,neutral or dissatisfied
92056,Male,Loyal Customer,56,Business travel,Business,1589,5,5,5,5,4,1,3,5,5,4,5,3,5,4,0,0,neutral or dissatisfied
106088,Female,Loyal Customer,30,Business travel,Business,302,0,0,0,2,4,4,4,4,3,4,4,4,5,4,20,21,satisfied
107495,Male,Loyal Customer,25,Business travel,Eco,711,2,5,5,5,2,2,2,2,1,3,4,4,4,2,0,0,neutral or dissatisfied
112959,Female,Loyal Customer,62,Personal Travel,Eco,1164,1,4,1,1,4,4,5,4,4,1,4,5,4,5,29,25,neutral or dissatisfied
19525,Female,Loyal Customer,58,Business travel,Business,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0,satisfied
51006,Male,Loyal Customer,49,Personal Travel,Eco,190,4,4,0,4,5,0,5,5,2,2,3,4,4,5,0,0,neutral or dissatisfied
96337,Female,disloyal Customer,24,Business travel,Business,1609,0,0,0,2,2,0,2,2,5,5,5,5,4,2,23,0,satisfied
82346,Male,Loyal Customer,51,Business travel,Business,1570,5,5,5,5,4,5,4,4,4,4,4,4,4,3,120,111,satisfied
80462,Male,Loyal Customer,47,Business travel,Business,2787,4,4,4,4,2,4,4,5,5,5,5,4,5,3,0,0,satisfied
127382,Female,Loyal Customer,46,Business travel,Business,868,2,2,2,2,4,4,5,3,3,3,3,4,3,4,0,0,satisfied
24370,Female,Loyal Customer,42,Business travel,Eco,669,4,5,5,5,1,4,5,4,4,4,4,4,4,2,1,17,satisfied
125844,Female,Loyal Customer,20,Business travel,Eco,951,2,3,3,3,2,2,4,2,3,5,3,1,4,2,57,41,neutral or dissatisfied
38737,Female,Loyal Customer,36,Business travel,Eco,387,5,2,2,2,5,5,5,5,3,5,4,1,2,5,0,0,satisfied
107641,Male,Loyal Customer,53,Business travel,Business,405,2,2,5,2,3,4,5,5,5,5,5,4,5,5,32,30,satisfied
3339,Female,Loyal Customer,49,Business travel,Business,3844,1,1,1,1,5,5,5,4,4,4,4,4,4,4,86,80,satisfied
